300 30000 50000
173 242 378 524
173 6 386 1
173 51 125 187
173 186 395 385
173 65 253 740
173 163 52 1000
173 176 333 389
173 267 311 405
173 274 87 338
173 206 223 335
173 5 237 1000
173 282 203 745
173 85 90 298
173 181 35 487
173 248 232 151
173 43 164 791
173 177 97 478
173 59 38 376
173 120 312 871
173 212 481 230
173 256 249 765
173 116 1 468
173 58 23 831
173 38 429 39
173 122 236 940
173 102 209 1000
173 168 424 546
173 204 500 92
173 179 447 268
173 183 277 115
173 51 459 271
173 218 500 387
173 49 235 869
174 175 10 588
174 62 1 800
174 246 500 349
174 119 183 240
174 287 253 1000
174 29 175 951
174 80 182 352
174 54 112 617
174 234 179 880
174 103 393 673
174 213 292 678
174 287 500 432
174 91 500 165
174 81 159 1000
174 222 216 806
174 109 444 705
174 115 395 217
174 178 260 979
174 295 436 99
174 111 296 618
174 105 35 391
174 134 500 292
174 95 75 707
174 215 220 159
174 255 284 436
174 59 146 1000
174 117 300 1
174 196 216 290
174 9 425 671
174 106 301 480
174 70 1 539
174 189 338 102
174 19 267 1000
174 294 373 368
174 19 450 174
174 167 295 492
174 267 65 405
174 181 232 1000
174 285 173 68
174 159 438 438
174 121 1 735
174 112 419 697
174 282 230 188
174 38 454 392
174 41 125 195
174 278 404 172
174 232 349 541
174 207 200 122
174 120 241 1
174 158 390 373
174 138 330 478
174 62 315 601
174 1 1 689
174 181 30 568
174 290 1 749
174 51 417 214
174 152 254 619
174 89 237 577
174 57 305 564
174 291 126 497
174 265 74 263
174 160 76 251
174 297 268 829
174 20 251 199
174 187 232 688
174 58 129 1000
174 253 217 159
174 33 312 138
174 95 123 832
174 33 486 550
174 108 216 152
174 278 344 606
174 204 293 346
174 180 381 700
174 168 361 826
174 66 414 669
174 198 166 601
174 289 407 648
174 265 430 653
174 210 227 1
174 121 75 689
174 57 159 450
174 123 213 202
174 171 360 844
174 108 115 1000
174 229 461 231
174 172 262 120
174 237 376 694
174 138 77 363
174 28 225 360
174 149 392 775
174 135 327 1
174 273 134 972
174 32 417 718
174 118 418 518
174 176 73 394
174 33 265 424
174 16 364 1
174 156 15 479
174 147 37 1000
174 42 1 623
174 228 277 536
174 249 1 635
174 280 500 150
174 64 500 285
175 176 16 145
175 102 335 159
175 130 460 580
175 115 243 122
175 138 130 619
175 252 357 769
175 105 500 309
175 169 392 328
175 86 179 1000
175 177 461 222
175 204 307 812
175 287 311 1
175 136 83 906
175 220 1 641
175 187 295 908
175 165 499 186
175 256 358 99
175 278 109 516
175 148 1 883
175 281 124 368
175 120 500 596
175 279 95 1000
175 256 371 784
175 106 260 1000
175 48 347 854
175 29 1 588
175 279 424 510
175 0 272 5
175 139 1 475
175 194 50 932
175 55 473 496
175 30 316 180
175 42 31 447
175 25 358 171
175 287 167 261
175 244 366 704
175 101 366 1
175 142 1 825
175 195 82 1000
175 99 448 408
175 63 46 523
175 262 108 989
175 250 180 812
175 77 111 719
175 26 1 725
175 224 345 693
175 172 157 797
175 165 373 793
175 230 40 919
175 114 209 1
175 144 318 61
175 265 381 464
175 72 82 1000
175 115 275 1
175 126 1 566
175 26 1 726
175 159 434 169
175 52 440 503
175 118 332 875
175 148 300 129
175 247 132 771
175 296 213 192
175 113 1 707
175 165 1 584
175 224 364 317
175 91 166 574
175 98 232 876
175 170 1 801
175 136 224 98
175 290 144 1000
175 283 111 1000
175 270 97 241
175 114 204 170
175 39 107 1000
175 220 286 854
175 119 279 106
175 292 463 220
175 26 1 818
175 171 500 296
175 112 226 660
175 4 500 311
175 46 411 414
175 1 342 868
175 237 1 675
175 186 500 313
175 281 68 700
175 126 392 438
175 133 258 795
175 3 251 669
175 100 51 309
175 18 411 1
175 194 246 728
175 130 411 195
175 245 500 147
175 33 398 108
175 25 500 398
175 233 147 107
175 197 241 916
176 177 13 861
176 210 500 211
176 70 364 1
176 249 303 176
176 127 165 1000
176 7 413 108
176 156 500 115
176 165 480 532
176 245 295 778
176 207 8 644
176 98 374 1
176 273 4 786
176 217 1 714
176 81 248 789
176 299 26 1000
176 133 209 892
176 116 491 562
176 184 264 526
176 15 1 642
176 274 306 865
176 108 438 586
176 251 1 604
176 225 329 122
176 170 500 188
176 95 111 1000
176 121 221 918
176 130 33 467
176 218 338 821
176 142 390 208
176 79 1 736
176 47 467 464
176 15 276 313
176 112 91 957
176 143 126 192
176 54 21 440
176 278 354 1
176 26 322 1
176 260 1 702
176 296 277 1
176 3 284 704
176 186 22 992
176 58 500 345
176 22 343 29
176 236 392 810
176 241 353 854
176 48 472 377
176 91 226 463
176 2 256 281
176 186 339 645
176 144 500 149
176 222 396 204
176 109 409 234
176 103 1 591
176 97 173 818
176 171 307 213
176 166 120 1000
176 34 129 821
176 77 67 364
176 23 1 579
176 230 9 938
176 89 369 381
176 17 286 428
176 204 128 279
176 69 390 105
176 18 9 715
176 141 437 242
176 82 1 828
176 157 282 444
176 38 304 712
176 185 127 261
176 180 500 219
176 245 500 297
176 242 206 304
176 136 314 870
176 153 427 222
176 268 196 174
176 230 459 610
176 175 500 378
176 273 262 1
176 147 1 584
177 178 3 369
177 6 297 754
177 270 264 553
177 31 463 478
177 229 260 509
177 68 276 1
177 54 75 667
177 249 283 44
177 293 316 871
177 187 473 349
177 291 500 292
177 14 500 233
177 54 367 1
177 156 151 1000
177 52 500 101
177 81 94 322
177 123 1 882
177 48 334 273
177 263 405 83
177 191 280 470
177 162 322 1
177 240 266 238
177 99 240 1000
177 92 500 452
177 262 209 80
177 101 129 900
177 158 52 701
177 273 323 715
177 287 109 464
177 8 247 872
177 41 425 543
177 93 232 872
177 216 1 803
177 59 222 294
177 245 352 1
177 259 159 453
177 159 135 267
177 213 1 826
177 36 446 336
177 296 1 571
177 25 182 857
177 125 500 466
177 224 200 1000
177 255 413 1
177 1 304 7
177 47 250 219
177 199 277 322
177 113 374 695
177 273 166 1000
177 185 359 1
177 211 446 21
177 31 79 776
177 278 26 624
177 50 211 873
177 203 299 1
177 109 1 700
177 160 278 908
177 299 137 691
177 195 208 619
177 179 1 510
177 280 395 373
177 10 174 581
177 93 119 850
177 3 78 277
177 195 1 745
177 186 500 180
177 9 213 572
177 3 55 685
177 185 1 731
177 85 1 441
177 53 94 1000
177 196 152 821
177 294 1 610
177 107 500 410
177 29 25 354
177 107 253 500
177 3 303 974
177 294 195 413
177 134 165 1000
177 260 61 748
177 227 500 121
177 265 127 913
177 201 13 415
177 81 44 1000
177 3 469 527
177 258 484 242
177 179 13 708
177 128 212 384
177 217 61 730
177 229 480 14
177 197 16 935
177 106 59 1000
177 91 1 448
177 168 186 514
177 262 140 1000
177 73 1 827
177 50 36 902
177 280 1 686
177 9 500 257
177 260 1 731
177 244 284 95
177 261 276 722
177 204 170 963
177 161 133 662
177 146 162 1000
177 69 105 1000
177 156 181 856
177 54 214 551
177 264 256 841
177 175 241 772
177 14 416 574
177 261 436 536
177 78 270 1
177 95 343 659
177 40 359 413
178 179 7 170
178 165 181 189
178 90 336 558
178 151 129 324
178 281 86 731
178 151 387 707
178 149 500 513
178 98 500 322
178 218 418 18
178 28 366 1
178 116 174 875
178 299 39 923
178 211 19 524
178 197 209 273
178 37 112 362
178 44 76 596
178 7 500 317
178 169 79 601
178 141 479 5
178 96 1 676
178 153 70 666
178 165 176 1000
178 243 346 1
178 196 1 727
178 150 1 819
178 228 127 956
178 45 393 404
178 96 144 1000
178 236 409 1
178 75 216 588
178 154 431 30
178 39 424 624
178 203 65 285
178 65 34 1000
178 226 439 665
178 145 401 1
178 283 82 552
178 289 500 312
178 84 500 369
178 211 135 565
178 203 352 444
178 5 354 700
178 115 279 284
178 211 461 161
178 144 500 490
178 238 403 1
178 157 231 272
178 202 62 798
178 163 52 752
178 182 209 45
178 134 406 622
178 257 288 183
178 31 476 58
178 50 334 1
178 6 381 798
178 116 500 483
178 297 160 927
178 151 317 517
178 194 135 1000
178 298 179 685
178 180 235 310
178 295 1 633
178 7 306 480
178 176 297 844
178 156 323 637
178 267 1 523
178 204 214 257
178 105 217 1
178 187 499 49
178 166 274 59
178 191 1 543
178 261 381 1
178 79 194 40
178 19 171 1000
178 170 435 187
178 274 403 51
178 33 43 816
178 237 393 1
178 61 319 945
178 228 329 394
178 230 315 550
178 222 270 452
178 36 440 545
178 106 311 588
178 264 160 705
178 31 1 647
178 174 500 225
178 66 416 349
178 150 143 1000
178 46 105 586
178 110 149 692
178 150 244 505
178 96 500 554
178 118 29 972
178 54 117 669
178 228 309 471
178 63 66 484
178 248 285 366
178 115 482 51
178 234 267 994
178 257 334 660
178 22 255 982
178 192 275 1
179 180 2 562
179 25 101 656
179 165 1 524
179 155 7 627
179 224 471 607
179 132 268 895
179 160 116 1000
179 298 500 210
179 281 126 227
179 153 353 883
179 245 1 678
179 272 188 837
179 4 1 698
179 139 435 304
179 107 312 590
179 64 394 647
179 71 500 281
179 37 500 532
179 176 271 475
179 202 500 453
179 122 187 133
179 272 94 425
179 144 372 687
179 4 238 252
179 134 35 1000
179 104 161 820
179 195 362 302
179 222 383 586
179 42 136 1000
179 90 293 777
179 276 132 517
179 99 421 693
179 299 215 598
179 290 163 552
179 5 343 381
179 69 137 927
179 77 122 1000
179 182 254 1000
179 105 468 5
179 141 258 1
179 216 292 22
179 57 73 1000
179 75 13 913
179 182 254 1000
179 193 292 562
179 72 1 567
179 250 398 593
179 271 215 575
179 288 443 75
179 42 294 1
179 92 82 334
179 50 471 1
179 27 500 221
179 189 436 691
179 214 41 553
179 10 491 1
179 37 416 1
179 242 224 257
179 265 458 403
179 44 194 166
179 248 449 234
179 174 498 133
179 84 312 430
179 259 460 377
179 47 159 1000
179 95 134 688
179 292 220 305
179 142 388 1
179 258 430 1
179 93 372 368
179 24 465 217
179 135 172 1000
179 25 225 755
179 136 483 247
179 102 223 650
179 94 187 671
179 82 69 860
179 21 397 280
179 82 412 311
179 236 79 1000
179 146 380 1
179 69 1 625
179 89 72 285
179 86 335 859
179 73 367 39
179 146 1 775
179 118 175 1000
179 283 401 305
179 7 1 849
179 286 89 856
179 176 298 551
179 96 331 582
179 203 204 267
179 3 300 357
179 195 1 501
179 228 225 367
179 161 183 673
179 15 367 483
179 28 153 1000
179 260 15 682
179 95 143 1000
179 90 190 777
179 64 161 391
179 169 354 149
179 68 321 48
179 34 51 931
179 237 55 376
179 203 73 819
179 106 1 742
179 223 170 633
179 91 1 786
179 244 443 459
179 294 3 445
179 99 63 935
179 143 329 535
179 104 1 654
179 120 273 1000
179 145 13 740
179 285 336 252
179 247 54 490
179 138 334 1
179 26 293 777
180 181 2 866
180 211 223 418
180 256 500 498
180 185 466 280
180 280 1 753
180 211 114 487
180 20 16 526
180 213 416 225
180 29 269 1
180 255 436 1
180 30 216 415
180 80 406 387
180 95 290 515
180 208 245 779
180 293 314 826
180 151 500 223
180 157 496 140
180 19 226 146
180 71 1 636
180 3 57 853
180 293 3 827
180 24 1 815
180 234 126 519
180 222 246 2
180 177 500 336
180 137 275 1
180 225 447 1
180 65 1 630
180 72 140 458
180 140 359 1
180 100 168 977
180 119 70 903
180 294 422 1
180 67 455 217
180 262 199 107
180 50 271 211
180 152 438 218
180 290 500 516
180 288 199 370
180 219 495 195
180 47 112 503
180 61 77 1000
180 152 144 378
180 101 342 1
180 132 147 1000
180 33 183 721
180 5 1 454
180 176 314 1
180 138 53 377
180 155 49 935
180 116 150 573
180 32 450 310
180 298 100 757
180 245 39 850
180 225 60 1000
180 56 468 247
180 257 210 851
180 196 130 624
180 297 239 331
180 92 500 126
180 148 473 347
180 257 377 595
180 71 70 758
180 17 232 251
180 19 254 274
180 216 394 143
180 213 6 989
180 203 72 592
180 113 73 1000
180 171 269 1
180 292 178 325
180 105 237 253
180 79 183 58
180 280 317 118
180 240 121 816
180 115 280 860
180 23 261 48
180 252 366 781
180 137 19 964
180 116 35 490
180 211 488 160
180 152 168 1000
180 201 500 417
180 123 498 407
180 278 159 253
180 89 64 1000
180 56 66 297
180 286 271 769
180 189 383 668
180 252 421 543
180 62 469 120
180 102 282 289
180 264 500 336
180 266 105 194
180 295 1 743
180 147 266 958
180 9 366 204
180 233 218 739
180 207 349 142
181 182 1 811
181 167 21 575
181 163 243 658
181 262 98 364
181 189 1 746
181 169 42 906
181 153 110 894
181 201 216 759
181 91 286 1
181 272 310 1
181 228 138 1000
181 46 1 553
181 222 15 743
181 38 193 1000
181 247 247 526
181 283 75 735
181 270 106 1000
181 139 433 1
181 230 218 126
181 94 265 527
181 280 445 365
181 243 420 598
181 48 302 177
181 40 380 1
181 129 270 854
181 298 454 400
181 298 276 295
181 62 253 226
181 142 332 181
181 11 432 1
181 175 41 817
181 60 196 322
181 269 294 979
181 136 468 567
181 99 251 721
181 142 7 463
181 191 500 205
181 3 324 833
181 296 1 801
181 35 383 22
181 21 206 372
181 62 82 424
181 244 99 633
181 283 355 1
181 84 149 423
181 16 184 562
181 124 348 1
181 15 442 209
181 260 342 729
181 36 1 872
181 25 19 836
181 97 481 252
181 91 159 914
181 83 500 544
181 133 147 894
181 29 1 492
181 213 500 194
181 11 361 53
181 152 478 633
181 10 403 277
181 142 157 827
181 154 133 290
181 36 3 825
181 10 169 900
181 85 390 30
181 197 1 714
181 133 173 869
181 286 368 512
181 75 187 284
181 295 58 779
181 71 182 931
181 65 230 277
181 297 312 599
181 268 175 789
181 46 254 475
181 238 259 1
181 107 350 1
181 29 462 365
181 230 29 354
181 178 421 635
181 241 105 1000
181 72 500 323
181 184 239 384
181 177 21 849
181 219 278 683
181 243 451 505
181 152 99 780
181 244 316 200
181 73 139 686
181 68 500 574
181 76 280 295
181 262 213 823
181 26 180 374
181 177 286 304
181 235 25 498
181 73 346 782
181 10 500 458
181 3 26 578
181 255 491 513
181 165 308 593
181 99 357 870
181 28 434 724
181 206 395 188
181 261 257 692
181 18 412 52
182 183 4 706
182 21 266 328
182 111 442 360
182 4 319 312
182 254 500 240
182 59 500 307
182 297 278 147
182 38 163 1000
182 22 500 263
182 141 274 1000
182 250 203 611
182 299 185 832
182 220 113 946
182 275 213 911
182 114 223 811
182 146 296 644
182 170 416 605
182 18 500 233
182 161 438 707
182 253 77 854
182 43 354 767
182 68 308 955
182 120 480 408
182 9 500 335
182 143 500 303
182 132 163 1000
182 99 318 292
182 83 478 439
182 10 374 1
182 202 158 1000
182 38 30 679
182 90 338 550
182 116 223 807
182 97 1 819
182 102 78 245
182 187 364 314
182 156 136 594
182 65 1 835
182 29 383 1
182 40 153 277
182 69 294 893
182 286 177 1000
182 140 125 1000
182 52 122 746
182 172 257 167
182 210 216 668
182 260 101 1000
182 27 168 504
182 4 323 1
182 212 358 1
182 247 101 643
182 98 194 737
182 186 236 674
182 118 82 881
182 18 322 293
182 111 367 409
182 188 212 955
182 13 211 56
182 15 41 1000
182 34 251 679
182 80 420 1
182 15 500 273
182 175 75 446
182 104 1 705
182 68 40 919
182 235 458 459
182 279 28 419
182 49 1 562
182 145 147 492
182 243 477 123
182 133 429 620
182 187 275 1000
182 33 489 354
182 284 332 1
182 133 438 636
182 282 325 782
182 157 500 235
182 74 163 1000
182 91 116 234
182 157 368 851
182 214 201 287
182 96 270 10
182 70 455 464
182 137 14 799
182 185 500 304
182 17 394 702
182 157 185 80
182 112 117 464
182 242 318 387
182 246 500 122
182 204 232 666
182 155 245 142
182 6 319 146
182 198 251 121
182 280 65 965
182 20 152 276
183 184 1 646
183 117 260 725
183 220 141 1000
183 264 500 358
183 181 322 531
183 80 272 928
183 215 186 100
183 91 392 811
183 201 53 936
183 76 306 256
183 141 302 146
183 45 284 87
183 70 87 619
183 262 359 292
183 10 1 686
183 251 434 686
183 225 405 523
183 74 1 750
183 227 500 324
183 266 158 465
183 285 179 494
183 118 22 790
183 182 149 1000
183 64 500 395
183 123 500 417
183 152 229 1000
183 204 111 520
183 146 1 667
183 98 194 1000
183 24 85 752
183 19 186 617
183 109 193 492
183 1 337 1
183 113 500 533
183 286 391 745
183 23 199 1000
183 3 52 580
183 39 278 264
183 100 337 283
183 284 26 693
183 126 1 682
183 265 90 1000
183 88 69 928
183 21 198 340
183 282 390 389
183 119 277 1000
183 204 300 1
183 110 294 365
183 294 1 531
183 21 453 341
183 297 117 512
183 121 82 875
183 91 87 1000
183 178 447 509
183 185 81 545
183 272 200 1000
183 89 1 552
183 270 254 401
183 293 168 916
183 198 114 972
183 135 270 191
183 81 269 693
183 18 23 472
183 42 467 274
183 230 267 136
183 10 259 549
183 32 148 345
183 33 147 181
183 257 270 521
183 97 1 723
183 261 374 199
183 190 253 1
183 194 126 1000
183 193 354 467
183 254 343 775
183 227 320 438
183 267 221 1000
183 177 1 661
183 135 500 202
183 146 171 738
183 69 117 598
183 245 238 484
183 174 500 419
184 185 10 563
184 181 308 127
184 34 284 43
184 166 1 662
184 288 218 707
184 28 80 1000
184 99 1 496
184 206 303 308
184 96 157 230
184 86 451 1
184 112 48 600
184 135 168 404
184 25 1 664
184 147 43 653
184 11 367 841
184 117 182 667
184 237 267 801
184 263 236 1000
184 40 175 1000
184 193 32 729
184 25 1 538
184 290 50 555
184 130 394 712
184 156 157 1000
184 68 176 64
184 43 328 79
184 63 304 571
184 253 143 809
184 141 344 1
184 261 282 873
184 238 422 210
184 33 56 1000
184 256 353 122
184 139 78 1000
184 209 167 415
184 170 478 16
184 165 173 508
184 147 133 520
184 84 296 969
184 97 144 681
184 213 500 479
184 63 483 84
184 113 98 1000
184 0 235 144
184 161 500 427
184 57 433 390
184 142 1 792
184 89 500 326
184 147 102 213
184 244 231 169
184 187 83 830
184 185 75 755
184 119 68 592
184 101 179 323
184 120 137 819
184 247 198 394
184 144 383 789
184 148 299 745
184 215 43 757
184 138 390 1
184 195 363 474
184 105 327 328
184 285 101 612
184 194 120 1000
184 176 382 778
184 199 178 138
184 46 117 818
184 157 462 182
184 155 236 548
184 142 484 197
184 105 351 668
184 164 114 1000
184 25 220 677
184 103 330 896
184 45 445 151
184 43 1 676
184 12 300 7
184 150 327 378
184 229 418 1
184 53 300 164
184 279 159 460
184 141 215 173
184 219 100 581
184 146 340 1
184 61 211 927
184 108 82 259
184 79 435 133
184 143 251 62
184 291 351 1
184 81 500 115
184 172 181 477
184 55 109 990
184 296 428 1
184 9 328 1
184 292 500 219
184 53 412 466
184 172 1 876
184 161 500 254
184 73 237 1000
184 231 200 396
184 29 446 233
184 53 262 242
184 19 108 675
184 265 423 187
184 150 382 681
184 23 353 332
185 186 10 176
185 271 1 751
185 142 348 1
185 130 392 624
185 163 50 816
185 202 66 1000
185 52 313 382
185 58 500 209
185 145 17 818
185 235 105 841
185 294 458 438
185 214 12 439
185 278 278 597
185 265 471 348
185 208 500 314
185 160 118 310
185 2 324 1
185 243 54 734
185 25 438 374
185 80 405 503
185 75 463 448
185 290 59 1000
185 248 455 155
185 193 126 839
185 145 1 650
185 161 500 81
185 118 408 346
185 275 371 68
185 243 355 702
185 207 103 967
185 220 3 798
185 37 175 638
185 182 392 185
185 294 165 1000
185 267 490 207
185 4 500 118
185 241 222 1
185 271 254 684
185 251 138 752
185 90 315 151
185 211 1 757
185 237 1 676
185 289 134 1000
185 144 127 365
185 233 4 558
185 223 339 40
185 10 1 716
185 193 1 521
185 85 398 731
185 181 477 206
185 102 31 994
185 79 149 918
185 257 500 274
185 258 124 926
185 242 102 442
185 3 336 541
185 214 500 211
185 19 336 489
185 271 500 413
185 177 420 692
185 55 452 1
185 260 257 1
185 183 116 934
185 86 386 258
185 172 486 29
185 76 147 654
185 30 270 68
185 273 1 890
185 77 477 51
185 156 111 487
185 249 500 150
185 8 103 654
185 116 406 687
185 191 500 472
185 140 421 104
185 199 37 343
185 290 86 929
185 295 381 243
185 191 5 1000
185 98 266 85
185 235 418 76
185 122 89 762
185 96 239 197
185 158 310 450
185 295 1 858
185 92 1 645
185 131 1 510
185 295 384 770
185 126 152 649
185 161 332 191
185 261 500 293
185 144 318 205
185 72 137 1000
185 136 267 160
185 218 221 28
185 255 1 693
185 271 349 160
186 187 7 646
186 102 387 443
186 142 500 425
186 231 62 1000
186 188 81 655
186 292 103 632
186 12 108 383
186 277 60 669
186 292 464 517
186 48 124 1000
186 64 1 850
186 86 301 867
186 276 445 333
186 26 1 894
186 78 188 442
186 161 1 547
186 221 433 310
186 259 365 859
186 92 170 1000
186 293 230 247
186 55 434 730
186 204 138 1000
186 230 1 833
186 241 408 604
186 177 404 67
186 96 52 532
186 115 264 1
186 187 330 31
186 103 124 1000
186 128 24 383
186 91 1 702
186 203 455 200
186 246 34 906
186 135 440 1
186 17 165 1000
186 284 416 186
186 10 1 534
186 253 69 767
186 143 243 148
186 87 284 1
186 219 362 467
186 4 107 519
186 210 407 78
186 167 392 788
186 275 22 484
186 184 98 459
186 292 380 609
186 129 301 415
186 118 81 692
186 190 288 405
186 7 368 554
186 126 457 1
186 13 387 1
186 33 110 277
186 192 188 988
186 75 462 402
186 55 212 184
186 244 344 35
186 82 1 574
186 43 233 521
186 289 135 1000
186 17 500 440
186 217 308 716
186 292 110 621
186 18 226 306
186 82 254 565
186 272 500 225
186 38 500 558
186 92 189 384
186 176 361 304
186 39 354 1
186 238 18 436
186 172 131 1000
186 140 152 1000
186 246 260 514
186 183 168 465
186 213 191 678
186 84 500 355
186 75 1 729
186 54 294 1
186 79 500 362
186 100 381 352
186 110 259 1000
186 42 302 1
186 202 1 856
186 54 433 469
186 177 326 819
186 275 123 386
186 132 484 105
186 284 389 771
186 293 94 1000
186 268 181 559
186 134 1 726
186 72 280 518
186 282 343 65
186 39 202 681
186 161 323 669
186 169 1 735
186 167 500 357
186 233 228 765
186 156 427 325
186 41 256 850
186 204 135 808
186 163 423 118
186 188 110 1000
186 42 370 583
186 263 171 716
186 89 1 802
186 292 34 470
186 75 1 746
186 0 500 204
186 29 54 413
186 89 140 384
186 57 1 710
186 25 150 111
186 169 127 227
186 286 290 895
186 117 245 365
187 188 4 375
187 292 179 829
187 143 341 567
187 70 25 493
187 0 483 68
187 216 500 293
187 176 180 93
187 250 334 1
187 103 366 497
187 264 500 502
187 136 500 437
187 242 328 1
187 63 217 440
187 24 214 626
187 127 28 809
187 222 1 651
187 91 1 792
187 197 108 466
187 171 30 950
187 189 483 518
187 278 500 403
187 105 272 367
187 42 476 81
187 87 20 823
187 56 263 397
187 4 6 844
187 87 207 732
187 299 327 281
187 103 317 866
187 62 483 219
187 91 401 707
187 103 444 153
187 191 366 559
187 108 435 639
187 183 331 381
187 257 1 844
187 121 13 457
187 158 235 918
187 135 162 97
187 277 170 776
187 87 222 195
187 6 185 58
187 271 246 1000
187 60 198 177
187 34 348 452
187 267 158 225
187 16 102 652
187 49 263 1000
187 206 60 1000
187 16 500 432
187 151 1 484
187 289 128 975
187 207 348 1
187 151 417 1
187 265 116 360
187 69 298 1
187 83 188 1000
187 47 431 47
187 226 1 797
187 296 165 454
187 268 389 1
187 136 443 39
187 67 489 163
187 134 228 1
187 105 1 514
187 59 478 136
187 61 115 497
187 281 1 638
187 299 377 1
187 104 305 1
187 175 247 278
187 79 413 524
187 166 1 658
187 123 341 358
187 241 453 132
187 28 1 678
187 265 255 364
187 2 390 368
187 276 140 852
187 59 473 140
187 123 500 71
187 50 29 776
187 277 405 1
187 38 346 863
187 296 500 431
187 175 1 891
187 244 328 280
187 200 474 469
187 260 447 332
187 104 1 702
187 41 334 683
187 169 500 193
187 98 1 781
187 201 361 157
187 122 196 667
187 138 352 1
187 23 92 283
187 269 383 653
187 19 445 323
187 167 72 907
187 255 267 1000
187 244 301 2
187 161 500 169
187 88 76 1000
188 189 10 887
188 105 23 454
188 146 279 791
188 67 28 513
188 65 111 329
188 222 174 784
188 148 111 1000
188 165 500 195
188 150 111 877
188 248 268 954
188 73 484 1
188 71 27 383
188 136 228 632
188 164 405 442
188 145 365 69
188 260 79 1000
188 193 76 1000
188 161 241 881
188 268 496 96
188 120 223 1
188 161 316 154
188 107 126 224
188 23 346 890
188 247 140 191
188 225 256 416
188 150 147 586
188 13 161 322
188 35 322 1
188 99 238 1000
188 107 261 851
188 235 1 515
188 74 238 532
188 256 1 645
188 39 382 1
188 130 109 806
188 147 1 469
188 252 120 754
188 6 440 27
188 25 123 1000
188 144 1 618
188 96 370 1
188 273 57 293
188 127 1 802
188 120 314 535
188 34 406 327
188 145 1 810
188 204 224 1000
188 235 31 849
188 129 134 818
188 115 115 818
188 187 39 1000
188 270 372 743
188 102 171 1000
188 270 1 594
188 57 334 414
188 31 139 556
188 287 63 1000
188 253 139 1000
188 299 138 377
188 205 500 279
188 109 176 359
188 15 160 464
188 167 126 864
188 250 1 568
188 99 500 410
188 242 1 823
188 11 395 1
188 187 242 821
188 76 302 425
188 24 500 433
188 225 153 826
188 194 189 836
188 95 172 236
188 155 195 90
188 272 152 1000
188 154 470 340
188 278 117 1000
188 87 124 590
188 241 370 158
188 57 323 1
188 215 125 653
188 279 180 423
188 55 1 569
188 41 170 691
188 233 61 976
188 263 48 724
188 110 253 971
188 162 110 1000
188 85 175 724
188 179 436 1
188 17 251 134
188 277 386 195
188 167 434 486
188 179 204 432
188 77 116 756
188 22 76 1000
188 266 152 444
188 29 334 553
189 190 16 662
189 84 187 415
189 138 344 78
189 87 380 465
189 233 285 1
189 101 1 653
189 119 500 346
189 225 1 714
189 33 1 822
189 210 224 1
189 48 317 1
189 110 174 840
189 119 111 1000
189 167 161 239
189 204 500 34
189 252 451 652
189 19 500 468
189 153 500 378
189 41 212 508
189 131 492 332
189 277 39 641
189 192 335 56
189 147 320 334
189 268 94 362
189 293 373 351
189 149 447 479
189 292 281 240
189 86 385 312
189 225 200 187
189 233 289 819
189 24 197 908
189 200 500 474
189 293 235 885
189 163 401 166
189 196 63 1000
189 45 133 551
189 227 500 352
189 31 365 617
189 165 216 936
189 29 81 1000
189 151 412 454
189 110 387 1
189 66 263 1000
189 188 406 1
189 41 45 735
189 86 1 620
189 191 292 139
189 108 356 444
189 96 157 127
189 174 279 626
189 264 300 119
189 258 178 276
189 123 316 191
189 51 224 313
189 181 1 679
189 134 307 1
189 152 493 267
189 47 87 807
189 39 119 616
189 275 113 1000
189 122 406 1
189 82 343 430
189 134 500 395
189 49 1 569
189 182 376 391
189 218 183 669
189 134 296 1
189 250 1 887
189 95 500 374
189 194 1 941
189 133 432 282
189 209 215 1000
189 213 485 382
189 3 434 581
189 169 362 75
189 101 1 618
189 298 369 667
189 170 1 742
189 203 375 79
189 118 137 972
189 220 241 299
189 190 488 115
189 5 1 898
189 238 500 359
189 269 300 529
189 61 255 973
189 38 457 76
189 124 179 1000
189 45 334 1
189 92 500 474
189 19 500 187
189 49 322 555
189 174 193 1000
189 111 395 1
189 282 500 137
189 169 86 427
189 157 453 609
189 54 410 257
190 191 15 870
190 157 133 1000
190 41 158 650
190 151 395 383
190 74 95 380
190 158 64 655
190 197 21 426
190 217 476 67
190 21 118 744
190 92 355 645
190 17 149 1000
190 245 344 472
190 170 1 553
190 267 284 929
190 279 391 699
190 277 423 733
190 269 314 474
190 155 500 162
190 253 82 588
190 158 460 19
190 138 247 689
190 234 1 586
190 142 386 310
190 197 297 790
190 150 500 70
190 162 359 1
190 22 469 211
190 45 442 140
190 20 226 491
190 11 121 789
190 272 407 156
190 255 323 133
190 242 238 1000
190 265 16 846
190 12 366 191
190 290 284 710
190 137 86 854
190 296 500 302
190 40 396 486
190 94 64 331
190 218 87 680
190 106 298 474
190 192 217 334
190 178 419 288
190 101 302 74
190 265 251 496
190 294 500 405
190 51 323 1
190 288 342 25
190 49 1 647
190 53 189 1000
190 141 465 641
190 47 1 624
190 68 260 826
190 129 393 134
190 265 276 128
190 289 315 26
190 72 299 132
190 272 26 942
190 134 75 654
190 196 41 473
190 171 269 988
190 7 380 211
190 288 396 210
190 259 194 648
190 71 431 685
190 274 328 1
190 250 436 460
190 79 320 1
190 52 1 677
